,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,brand,model
2515,350000,65000,Petrol,Man,1,2015,1248,5,Hyundai,Xcent 1.2
2516,700000,35000,Diesel,Man,1,2019,814,5,Maruti,Ciaz Delta
2517,160000,85000,Diesel,Man,4,2011,1373,5,Ford,Figo Diesel
2518,285000,60000,Petrol,Man,2,2013,1798,5,Hyundai,Grand i10
2519,175000,80000,Diesel,Man,2,2011,2523,7,Tata,Manza Aqua
2520,195000,60000,Petrol,Man,1,2015,1956,7,Hyundai,EON Sportz
2521,550000,430000,Petrol,Auto,1,2015,1498,5,Maruti,Ciaz AT
2522,295000,50000,Petrol,Man,1,2011,2179,7,Toyota,Corolla Altis
2523,425000,120000,Diesel,Man,1,2014,2354,5,Mahindra,Bolero SLX
2524,1699000,18000,Diesel,Man,1,2021,1197,5,Tata,New Safari
2525,449000,42130,Diesel,Man,1,2014,1364,5,Ford,Ecosport 1.5
2526,1100000,64000,Diesel,Man,1,2017,1086,5,Mahindra,XUV500 W10
2527,325000,63000,Petrol,Man,1,2009,1497,8,Honda,Accord 2.4
2528,435000,47000,Petrol,Man,1,2015,1197,5,Hyundai,i20 Active
2529,525000,67000,Diesel,Man,1,2016,1582,5,Toyota,Etios 2014-2016
2530,150000,40000,Petrol,Man,1,2008,1591,5,Hyundai,Santro Xing
2531,800000,99000,Diesel,Man,1,2019,1061,5,Mahindra,Marazzo M8
2532,685000,7500,Petrol,Man,1,2021,1086,5,Hyundai,i20 Magna
2533,295000,50000,Diesel,Man,1,2012,1086,5,Hyundai,Verna 1.6
2534,625000,41000,Petrol,Man,1,2017,1956,5,Hyundai,Verna 1.6
2535,125000,50000,Petrol,Man,1,2009,1591,5,Maruti,Estilo LXI
2536,175000,15000,Petrol,Man,1,2012,1198,5,Hyundai,Santro Xing
2538,1300000,20000,Diesel,Man,2,2019,1598,5,Tata,Harrier XZ
2539,500000,29000,Petrol,Man,1,2016,1373,5,Hyundai,Verna 1.6
2540,285000,13000,Petrol,Man,1,2013,1497,5,Honda,Brio S
2541,535000,27000,Petrol,Man,1,2019,1497,7,Honda,Amaze S
2542,325000,50000,Petrol,Man,1,2013,1248,5,Volkswagen,Vento Petrol
2543,500000,48000,Petrol,Man,1,2017,1582,5,Maruti,Ciaz 1.4
2544,775000,39000,Petrol,Man,1,2017,1798,7,Honda,City i
2545,800000,41000,Petrol,Auto,1,2017,1248,5,Honda,City i
2546,465000,74988,Diesel,Man,1,2012,814,5,Maruti,Ertiga VDI
2547,723000,24494,Diesel,Man,1,2018,1197,7,Hyundai,Verna CRDi
2548,800000,26000,Petrol,Man,1,2017,1498,5,Toyota,Corolla Altis
2549,465000,80000,Diesel,Man,1,2014,1198,5,Maruti,Ertiga VDI
2550,130000,60000,Petrol,Man,2,2012,998,7,Hyundai,EON D
2551,300000,60000,Petrol,Man,2,2013,999,5,Maruti,Swift VXI
2552,645000,44304,Diesel,Man,1,2015,1497,5,Maruti,Ertiga 1.5
2553,365000,32000,Petrol,Man,1,2014,814,5,Honda,Amaze SX
2554,430000,24531,Petrol,Man,1,2020,1197,5,Maruti,S-Presso VXI
2555,580000,35000,Petrol,Man,1,2020,814,5,Renault,Triber RXT
2556,525000,73000,Petrol,Auto,1,2015,1193,5,Honda,City i
2557,255000,31000,Petrol,Man,1,2015,1197,5,Hyundai,EON Sportz
2558,247000,43000,Petrol,Man,1,2011,1248,6,Maruti,Swift VXi
2559,357000,5000,Petrol,Man,1,2018,1198,5,Hyundai,EON Magna
2560,125000,25000,Petrol,Man,1,2010,1497,5,Tata,Indigo eGLS
2561,400000,90000,Petrol,Man,1,2017,1197,5,Hyundai,Grand i10
2562,565000,56150,Diesel,Man,1,2016,1197,5,Maruti,Ciaz ZDi
2563,360000,20000,Diesel,Man,2,2017,1198,8,Mahindra,KUV 100
2564,490000,60000,Petrol,Man,2,2015,2494,5,Honda,City i
2565,400000,70000,Cng,Man,1,2017,1199,5,Hyundai,Xcent Prime
2566,450000,25000,Petrol,Man,1,2019,796,5,Maruti,Baleno 1.2
2567,160000,25000,Petrol,Man,1,2014,1497,5,Datsun,GO T
2568,850000,18000,Diesel,Man,1,2009,1248,7,Toyota,Innova 2.5
2569,650000,12000,Petrol,Man,1,2021,2179,5,Tata,Punch Adventure
2570,231000,15000,Petrol,Man,2,2017,1498,5,Maruti,Alto 800
2571,350000,55000,Petrol,Man,1,2013,1997,5,Honda,City S
2572,230000,70000,Diesel,Man,2,2013,1198,5,Maruti,Swift Dzire
2573,350000,300000,Diesel,Man,2,2011,1197,5,Mahindra,Scorpio VLX
2574,400000,52314,Diesel,Man,1,2014,1498,5,Honda,City i
2575,7150000,19000,Petrol,Auto,1,2020,998,5,Land,Rover Range
2576,325000,16937,Petrol,Auto,1,2017,1197,5,Nissan,Micra XV
2577,450000,25000,Petrol,Auto,1,2019,1399,5,Maruti,Baleno 1.2
2578,470000,40000,Diesel,Auto,2,2017,1086,5,Volkswagen,Ameo 1.5
2579,280000,70000,Petrol,Man,1,2015,1197,7,Maruti,Wagon R
2580,320000,46000,Petrol,Man,1,2015,1493,5,Hyundai,Xcent 1.2
2581,125000,70000,Diesel,Man,1,2011,1461,5,Ford,Figo Diesel
2582,130000,40000,Petrol,Man,3,2009,998,7,Hyundai,i10 Era
2583,580000,17500,Petrol,Man,2,2019,2982,7,Hyundai,i20 Sportz
2584,480000,70000,Diesel,Man,2,2017,2982,5,Mahindra,Bolero Power
2585,300000,67000,Diesel,Man,4,2013,1248,5,Renault,Scala Diesel
2586,350000,20000,Petrol,Man,2,2016,995,5,Maruti,Wagon R
2587,1400000,120000,Diesel,Auto,3,2015,998,5,Toyota,Fortuner 4x2
2588,1300000,120000,Diesel,Auto,4,2015,998,5,Toyota,Fortuner 4x2
2589,250000,100000,Diesel,Man,1,2018,1248,7,Tata,Zest Quadrajet
2591,300000,15000,Petrol,Man,1,2017,796,6,Hyundai,EON 1.0
2592,190000,30000,Petrol,Man,2,2012,1956,5,Maruti,Wagon R
2593,700000,40000,Diesel,Man,1,2019,1193,5,Maruti,Vitara Brezza
2594,850000,50000,Diesel,Man,1,2020,1199,5,Mahindra,Bolero B6
2596,2200000,5000,Diesel,Man,1,2022,1591,5,Tata,New Safari
2597,450000,15000,Petrol,Man,1,2015,1582,5,Tata,Zest Revotron
2598,850000,60000,Petrol,Man,1,2019,1197,5,Honda,WR-V i-VTEC
2599,300000,50000,Petrol,Man,1,2015,1461,5,Tata,Bolt Revotron
2600,461000,46000,Petrol,Man,1,2014,814,5,Hyundai,Verna 1.6
2601,431000,55000,Diesel,Man,1,2014,1396,5,Hyundai,Verna 1.6
2602,350000,50000,Petrol,Man,2,2014,1198,5,Hyundai,Xcent 1.2
2603,250000,6400,Diesel,Man,2,2013,1197,7,Renault,Scala Diesel
2604,160000,40000,Petrol,Man,2,2015,1997,5,Hyundai,EON D
2605,165000,20000,Diesel,Man,2,2011,998,5,Tata,Indigo CR4
2606,380000,60000,Petrol,Man,1,2017,1197,5,Honda,Amaze VX
2607,525000,40000,Petrol,Auto,1,2020,1582,5,Maruti,Wagon R
2608,750000,130000,Diesel,Man,1,2015,1461,5,Mahindra,Scorpio 1.99
2609,315000,30000,Petrol,Man,2,2017,1498,5,Maruti,Wagon R
2610,741000,15000,Petrol,Man,1,2021,1497,5,Hyundai,Venue S
2611,860000,40000,Diesel,Man,1,2019,1197,5,Hyundai,Verna CRDi
2612,675000,50000,Diesel,Man,1,2017,1197,5,Renault,Duster 85PS
2613,265000,120000,Diesel,Man,2,2013,1396,5,Honda,Amaze EX
2614,1200000,10000,Petrol,Man,1,2020,1199,7,Kia,Seltos HTX
2615,135000,75000,Petrol,Man,3,2009,999,5,Hyundai,i10 Magna
2617,110000,120000,Diesel,Man,3,2010,1461,5,Tata,Indigo LS
2618,310000,50000,Petrol,Man,1,2018,1197,7,Tata,Tiago 1.2
2619,550000,5000,Petrol,Man,1,2020,2494,5,Renault,Triber RXE
2620,180000,80000,Diesel,Man,4,2010,1396,5,Volkswagen,Polo Diesel
2621,405000,40000,Diesel,Man,2,2015,1197,7,Renault,Duster 85PS
2622,610000,30000,Petrol,Man,1,2020,2179,5,Maruti,Swift Dzire
2623,180000,120000,Diesel,Man,3,2005,796,5,Toyota,Innova 2.5
2625,120000,70000,Petrol,Man,2,2008,1248,5,Hyundai,i10 Magna
2626,738000,120000,Diesel,Man,1,2014,1197,5,Mahindra,XUV500 W6
2627,428000,5000,Petrol,Man,1,2022,1197,5,Maruti,Alto 800
2628,525000,35000,Petrol,Man,1,2019,998,5,Maruti,Baleno Delta
2629,600000,40000,Diesel,Man,1,2017,1248,5,Maruti,Vitara Brezza
2630,520000,20000,Petrol,Man,1,2017,1498,5,Hyundai,i20 Asta
2631,420000,80000,Petrol,Man,1,2017,814,5,Maruti,Baleno 1.2
2632,370000,15000,Petrol,Man,1,2013,796,5,Maruti,Wagon R
2633,545000,70000,Diesel,Man,2,2017,1197,5,Maruti,Vitara Brezza
2634,400000,120000,Diesel,Man,1,2016,1399,5,Honda,Amaze S
2635,230000,25000,Petrol,Man,2,2018,1498,5,Hyundai,EON D
2636,250000,25000,Petrol,Man,1,2015,1248,5,Maruti,Alto 800
2637,230000,60000,Petrol,Man,2,2011,1197,5,Hyundai,i20 1.2
2638,165000,80000,Petrol,Man,1,2007,998,5,Chevrolet,Aveo 1.4
2639,300000,80000,Diesel,Man,3,2013,993,5,Ford,Ecosport 1.5
2640,270000,90000,Diesel,Man,2,2012,1197,5,Maruti,Swift Dzire
2641,330000,37000,Petrol,Man,1,2016,796,5,Hyundai,Xcent 1.2
2642,300000,50000,Petrol,Man,1,2015,1498,5,Maruti,Alto K10
2644,549000,19493,Petrol,Man,1,2017,796,5,Maruti,Baleno 1.2
2645,105000,35000,Petrol,Man,2,2007,993,5,Maruti,Alto LXi
2646,280000,60000,Diesel,Man,2,2014,1396,5,Honda,Amaze S
2647,450000,50000,Diesel,Man,1,2018,1498,5,Hyundai,Xcent 1.2
2650,700000,94000,Diesel,Man,1,2016,1798,5,Hyundai,Creta 1.4
2651,900000,5000,Diesel,Man,1,2022,999,5,Honda,City VX
2652,300000,40000,Petrol,Man,1,2016,1197,5,Hyundai,Grand i10
2653,225000,53128,Petrol,Man,1,2011,998,5,Hyundai,i20 1.2
2654,377000,39959,Petrol,Man,2,2011,796,5,Skoda,Superb Elegance
2655,355000,4768,Petrol,Auto,2,2018,1586,5,Renault,KWID Climber
2656,216000,54004,Petrol,Man,3,2011,796,5,Hyundai,i20 1.2
2657,354000,16570,Petrol,Man,1,2017,1496,5,Maruti,Wagon R
2658,322000,7869,Petrol,Man,3,2019,1497,5,Maruti,Alto 800
2659,210000,67640,Petrol,Man,1,2012,796,5,Maruti,SX4 Vxi
2660,129000,8934,Petrol,Man,1,2010,1197,5,Maruti,Alto LXi
2661,417000,20241,Petrol,Man,1,2015,1497,5,Toyota,Etios 2014-2016
2662,232000,67343,Petrol,Man,1,2009,1086,5,Honda,City 1.5
2663,163000,10065,Petrol,Man,1,2012,796,5,Maruti,Alto 800
2664,612000,57628,Petrol,Man,1,2020,1197,5,Maruti,Baleno Zeta
2665,555000,72375,Petrol,Man,1,2015,796,5,Honda,City i
2666,140000,19328,Petrol,Man,1,2008,796,5,Hyundai,i10 Era
2667,108000,24941,Petrol,Man,1,2009,1197,5,Maruti,Alto LXi
2668,207000,56441,Petrol,Man,1,2011,1197,5,Hyundai,i10 Sportz
2669,156000,89865,Petrol,Man,1,2013,1197,7,Maruti,Alto 800
2670,251000,25919,Petrol,Man,1,2017,1493,5,Maruti,Alto 800
2671,230000,17363,Petrol,Man,1,2010,1086,5,Maruti,Swift Dzire
2672,275000,60726,Petrol,Man,2,2012,1086,5,Maruti,Swift Dzire
2673,299000,54842,Petrol,Man,2,2013,1497,5,Maruti,Swift RS
2674,643000,31916,Diesel,Man,1,2018,796,5,Mahindra,TUV 300
2675,250000,35457,Petrol,Man,1,2013,1248,5,Hyundai,i10 Magna
2676,252000,34640,Petrol,Man,1,2013,1497,5,Hyundai,i10 Sportz
2677,254000,39398,Petrol,Man,3,2010,1086,5,Honda,City 1.5
2678,114000,42919,Petrol,Man,1,2010,1591,5,Maruti,Alto LXi
2679,328000,38359,Diesel,Man,1,2012,1498,5,Maruti,Swift Dzire
2680,290000,101875,Petrol,Man,1,2011,1248,5,Honda,City S
2681,161000,21976,Petrol,Man,1,2008,1248,5,Hyundai,i10 Magna
2682,713000,65531,Petrol,Man,1,2018,998,7,Hyundai,Creta 1.6
2683,706000,5044,Petrol,Man,1,2019,1373,5,Renault,Duster Petrol
2684,570000,66906,Diesel,Man,1,2020,2487,8,Maruti,Swift Dzire
2685,335000,47547,Diesel,Man,2,2014,1497,5,Fiat,Avventura MULTIJET
2686,154000,25347,Petrol,Man,1,2010,1196,7,Maruti,Zen Estilo
2687,621000,49712,Petrol,Man,1,2017,2498,5,Maruti,Ertiga BSIV
2688,3390000,4781,Petrol,Auto,1,2019,1196,5,Toyota,Camry Hybrid
2689,858000,21716,Diesel,Man,1,2019,1197,5,Mahindra,Marazzo M2
2690,198000,55160,Petrol,Man,1,2012,1461,5,Maruti,Eeco 5
2691,231000,50788,Diesel,Man,3,2010,998,5,Mahindra,Xylo E4
2692,155000,58475,Petrol,Man,1,2010,1197,5,Maruti,Eeco 5
2693,298000,94321,Petrol,Man,1,2014,1199,6,Hyundai,Xcent 1.2
2694,210000,23907,Diesel,Man,2,2013,1198,5,Renault,Pulse RxL
2695,846000,42060,Petrol,Man,1,2019,1086,7,Hyundai,Venue SX
2696,553000,25258,Petrol,Man,1,2017,1497,5,Hyundai,i20 1.2
2697,351000,31043,Petrol,Man,1,2017,1497,5,Tata,Tiago 1.2
2698,341000,39057,Petrol,Man,1,2018,1197,5,Mahindra,KUV 100
2699,113000,20484,Petrol,Man,1,2011,1298,7,Hyundai,Santro Xing
2700,426000,55517,Petrol,Man,1,2014,2179,5,Honda,Mobilio V
2701,356000,53234,Petrol,Man,2,2013,1061,7,Honda,City S
2702,156000,51007,Petrol,Man,1,2009,2982,5,Maruti,Ritz LXI
2703,146000,53755,Petrol,Man,1,2008,1591,5,Maruti,Swift 1.3
2704,1037000,62144,Diesel,Auto,1,2018,1197,5,Tata,Hexa XMA
2705,123000,45130,Petrol,Man,1,2009,1582,5,Maruti,Wagon R
2706,1347000,155124,Diesel,Man,2,2015,1197,5,Toyota,Fortuner 4x4
2707,996000,30730,Petrol,Auto,2,2018,2143,5,Hyundai,Creta 1.6
2708,318000,107488,Petrol,Man,1,2014,998,7,Maruti,Swift Dzire
2709,418000,86336,Diesel,Man,2,2014,1248,5,Hyundai,Verna 1.6
2710,551000,31253,Petrol,Man,1,2017,1368,5,Hyundai,i20 Active
2711,1589000,33235,Diesel,Auto,2,2015,1451,7,Mercedes-Benz,C-Class C
2712,488000,2258,Petrol,Auto,1,2021,999,5,Maruti,S-Presso VXI
2713,496000,100169,Diesel,Man,2,2015,1368,5,Maruti,Ertiga VDI
2714,1280000,34000,Petrol,Auto,1,2018,799,5,Jeep,Compass 1.4
2715,1756000,7000,Petrol,Auto,1,2021,1461,5,MG,Hector Sharp
2716,655000,5900,Petrol,Man,1,2021,1197,5,Renault,Triber RXZ
2717,1185000,27398,Petrol,Auto,1,2017,998,5,Jeep,Compass 1.4
2718,248000,43259,Petrol,Man,1,2015,1968,5,Renault,KWID RXT
2719,675000,15016,Diesel,Man,1,2018,1197,5,Renault,Duster 85PS
2720,255000,30686,Petrol,Man,1,2010,1582,5,Maruti,Swift VXi
2721,185000,39543,Petrol,Man,1,2010,1061,5,Maruti,Zen Estilo
2722,323000,93913,Diesel,Man,1,2010,1198,5,Skoda,New Laura
2723,570000,27729,Petrol,Man,1,2018,1061,5,Maruti,Swift Dzire
2724,845000,51501,Diesel,Man,1,2017,1197,5,Hyundai,Creta 1.6
2726,525000,16419,Petrol,Man,1,2018,1199,5,Honda,Amaze S
2728,470000,33193,Petrol,Man,1,2015,1496,5,Hyundai,i20 Active
2729,415000,39260,Petrol,Man,1,2016,1198,5,Maruti,Swift VXI
2730,395000,55212,Petrol,Man,1,2015,1197,5,Honda,Jazz 1.2
2731,181000,81674,Petrol,Man,1,2014,1120,8,Maruti,Alto K10
2732,239000,27321,Petrol,Man,3,2011,796,5,Toyota,Etios VX
2733,319000,42815,Petrol,Man,1,2015,998,5,Honda,Amaze E
2734,381000,39977,Petrol,Man,1,2016,796,5,Hyundai,Xcent 1.2
2735,256000,64669,Diesel,Man,1,2013,814,5,Hyundai,Grand i10
2736,258000,12603,Petrol,Man,1,2019,1196,5,Maruti,Omni E
2737,190000,32500,Petrol,Man,1,2013,1396,5,Maruti,Wagon R
2738,267000,7169,Petrol,Man,1,2017,1462,7,Maruti,Alto 800
2739,186000,10482,Petrol,Man,2,2012,1198,5,Hyundai,EON Era
2740,203000,48111,Petrol,Man,1,2013,1591,5,Ford,Figo Petrol
2741,392000,63210,Diesel,Man,4,2015,1196,5,Hyundai,i20 Active
2742,677000,35289,Petrol,Man,1,2018,1199,5,Maruti,Ciaz Alpha
2743,160000,27352,Petrol,Man,3,2014,1248,5,Datsun,GO Plus
2744,1146000,25572,Petrol,Man,1,2019,796,5,Hyundai,Creta 1.6
2745,208000,67967,Petrol,Man,3,2013,1197,5,Maruti,Eeco 5
2746,671000,10834,Petrol,Man,1,2021,1197,5,Honda,Jazz ZX
2747,586000,56000,Diesel,Man,1,2017,1248,5,Maruti,Swift Dzire
2748,249000,24000,Petrol,Man,1,2017,1197,5,Maruti,Alto 800
2749,555000,34000,Petrol,Auto,1,2019,1198,5,Maruti,Swift AMT
2750,599000,13000,Petrol,Auto,1,2017,998,5,Maruti,Swift Dzire
2751,440000,158066,Diesel,Man,1,2015,1598,6,Maruti,SX4 S
2752,225000,22543,Petrol,Man,3,2011,1451,5,Maruti,Swift VXI
2753,317000,46767,Petrol,Man,1,2014,1197,7,Honda,Brio VX
2754,378000,7848,Petrol,Auto,1,2017,1497,6,Maruti,Wagon R
2755,385000,71245,Petrol,Man,1,2016,1198,4,Skoda,Rapid 1.6
2756,1989000,1923,Petrol,Auto,1,2022,4663,5,MG,Hector Plus
2757,512000,38463,Petrol,Man,2,2017,2994,5,Hyundai,i20 Sportz
2758,699000,28000,Petrol,Auto,1,2016,1950,5,Honda,BR-V Style
2759,349000,19000,Petrol,Man,1,2017,1991,5,Mahindra,KUV 100
2760,119000,24500,Petrol,Auto,1,2017,1197,5,Mercedes-Benz,S-Class Maybach
2761,6900000,11400,Petrol,Auto,1,2021,1197,5,Audi,S5 3.0L
2762,4799000,10400,Diesel,Auto,1,2020,1493,5,Mercedes-Benz,GLC 220d
2763,1800000,26000,Petrol,Auto,2,2015,796,6,Mercedes-Benz,GLA Class
2764,569000,30000,Petrol,Man,1,2019,1198,6,Hyundai,i20 Sportz
2765,599000,24000,Petrol,Man,1,2018,1198,5,Maruti,Baleno Alpha
2766,125000,100004,Diesel,Man,2,2009,1248,5,Hyundai,Verna CRDi
2768,326000,25635,Petrol,Man,1,2017,1497,5,Mahindra,KUV 100
2769,281000,46982,Petrol,Man,1,2016,1497,5,Mahindra,KUV 100
2770,192000,94989,Diesel,Man,1,2011,998,5,Maruti,Ritz VDi
2771,112000,18322,Petrol,Man,1,2008,1396,5,Maruti,Zen Estilo
2772,687000,34364,Petrol,Man,1,2019,1197,7,Ford,Ecosport 1.5
2773,1362000,17893,Petrol,Man,1,2021,1498,5,Hyundai,Creta SX
2774,984000,15224,Petrol,Auto,1,2019,1198,7,Hyundai,Venue SX
2775,399000,90228,Petrol,Man,1,2014,2982,5,Hyundai,Verna 1.4
2776,307000,76279,Petrol,Man,2,2014,995,5,Maruti,Swift VVT
2777,588000,68861,Diesel,Man,1,2016,1197,5,Honda,BR-V i-DTEC
2778,144000,52816,Petrol,Man,1,2011,1399,5,Skoda,Fabia 1.2
2779,634000,314273,Diesel,Man,2,2009,1451,5,Toyota,Fortuner 3.0
2781,465000,64164,Petrol,Man,1,2017,1199,5,Hyundai,i20 1.2
2782,202000,60834,Diesel,Man,1,2012,1968,5,Ford,Figo Diesel
2783,1550000,14700,Petrol,Auto,1,2019,2523,5,MG,Hector Sharp
2784,239000,25000,Petrol,Man,1,2022,1997,5,Maruti,Alto 800
2785,800000,10000,Petrol,Man,1,2022,1498,5,Tata,Nexon XM
2786,2580000,39000,Diesel,Auto,1,2020,1248,7,Audi,A3 35
2787,420000,80000,Diesel,Man,1,2014,1497,5,Mahindra,Bolero Plus
2788,2250000,25000,Petrol,Auto,1,2020,2498,5,Honda,CR-V Special
2789,350000,75656,Diesel,Man,2,2015,1399,5,Honda,Amaze SX
2790,850000,30000,Diesel,Man,1,2019,1248,5,Maruti,Vitara Brezza
2791,520000,60000,Petrol,Man,1,2017,1248,5,Ford,Ecosport 1.5
2792,180000,120000,Diesel,Man,3,2011,796,5,Mahindra,Xylo E4
2793,185000,100000,Diesel,Man,2,2013,936,5,Ford,Figo Diesel
2794,350000,70000,Diesel,Man,2,2015,1197,5,Maruti,Swift Dzire
2795,420000,120000,Diesel,Man,2,2015,998,5,Maruti,Swift Dzire
2796,175000,50000,Petrol,Man,3,2014,796,5,Maruti,Alto 800
2797,120000,90000,Diesel,Man,2,2012,2523,5,Chevrolet,Beat Diesel
2798,115000,70000,Petrol,Man,1,2008,1248,5,Hyundai,i10 Magna
2799,500000,20000,Cng,Man,1,2020,1956,5,Maruti,Wagon R
2801,450000,25000,Diesel,Man,2,2014,1199,5,Mahindra,Bolero DI
2802,660000,65000,Diesel,Man,2,2017,1197,7,Maruti,SX4 S
2803,1500000,90000,Diesel,Man,1,2018,1956,7,Jeep,Compass 2.0
2804,810000,30000,Diesel,Man,1,2019,1956,8,Maruti,Vitara Brezza
2805,175000,60000,Petrol,Man,1,2011,2498,5,Chevrolet,Beat LT
2806,500000,10000,Petrol,Man,1,2021,1196,5,Maruti,Ignis Sigma
2807,1570000,30000,Diesel,Man,1,2020,796,5,MG,Hector Sharp
2808,1500000,32000,Diesel,Man,1,2020,1498,5,MG,Hector Sharp
2809,690000,10000,Diesel,Man,2,2014,1498,5,Mahindra,Thar 4X4
2810,420000,110000,Petrol,Man,1,2020,936,5,Maruti,Eeco 7
2811,120000,120000,Petrol,Man,1,2013,1396,5,Maruti,Omni E
2813,650000,53000,Diesel,Man,1,2018,1197,6,Ford,Ecosport 1.5
2814,250000,80000,Diesel,Man,3,2014,1199,5,Volkswagen,Polo 1.5
2815,117000,50000,Diesel,Man,1,2012,796,5,Chevrolet,Beat Diesel
2816,640000,40000,Diesel,Man,1,2018,1462,7,Hyundai,Elite i20
2817,450000,60000,Diesel,Man,1,2015,1086,5,Hyundai,Xcent 1.1
2818,390000,60000,Petrol,Man,3,2015,1197,5,Hyundai,i20 Sportz
2819,350000,40000,Petrol,Man,1,2018,2956,5,Tata,Tigor 1.2
2821,1000000,10000,Petrol,Man,1,2021,1598,5,Maruti,XL6 Zeta
2823,200000,60000,Petrol,Man,1,2011,1197,5,Hyundai,i10 Magna
2824,200000,400000,Diesel,Man,1,2012,799,5,Tata,Sumo CX
2825,650000,120000,Petrol,Man,1,2017,1498,5,Honda,City i
2826,175000,90000,Petrol,Man,1,2010,999,7,Volkswagen,Vento Petrol
2827,495000,100000,Diesel,Man,1,2014,1498,5,Honda,Amaze VX
2828,150000,40000,Petrol,Man,1,2010,1248,5,Hyundai,i10 Magna
2829,250000,50000,Petrol,Man,1,2018,2523,5,Renault,KWID RXT
2830,210000,100000,Petrol,Man,3,2012,796,7,Nissan,Sunny XL
2831,215000,5000,Petrol,Man,1,2018,1582,7,Datsun,RediGO 1.0
2832,210000,100000,Petrol,Man,3,2012,1199,5,Nissan,Sunny XL
2833,670000,60000,Diesel,Man,2,2017,1373,5,Maruti,SX4 S
2834,400000,50000,Diesel,Man,3,2013,1999,5,Mahindra,Bolero ZLX
2835,200000,50000,Cng,Man,5,2014,1199,5,Maruti,Alto 800
2836,790000,120000,Diesel,Man,1,2016,1498,7,Hyundai,Creta 1.6
2837,370000,50000,Petrol,Man,1,2018,1197,5,Tata,Tiago 1.2
2838,900000,20000,Petrol,Man,1,2020,1499,5,Maruti,Ertiga VXI
2839,959000,120000,Petrol,Auto,1,2022,2179,5,Mahindra,XUV700 AX7
2840,330000,100000,Petrol,Man,1,2018,2993,5,Tata,Tiago 1.2
2841,350000,70000,Diesel,Man,2,2013,1248,5,Honda,Amaze VX
2842,525000,50000,Petrol,Man,2,2022,1396,5,Maruti,Baleno Alpha
2843,300000,60000,Petrol,Man,1,2012,1399,5,Ford,Fiesta Petrol
2844,700000,70000,Diesel,Auto,2,2016,1798,7,Mahindra,XUV500 AT
2845,1300000,150000,Diesel,Auto,3,2013,1498,5,BMW,X5 xDrive
2846,420000,60000,Diesel,Man,2,2017,814,5,Maruti,Swift Dzire
2847,100000,40000,Diesel,Man,1,2011,1997,5,Tata,Indigo LX
2848,130000,70000,Diesel,Man,2,2012,1399,5,Ford,Figo Diesel
2849,360000,80000,Petrol,Man,2,2010,1461,5,Skoda,Superb Elegance
2850,425000,120000,Diesel,Man,2,2014,796,5,Ford,Ecosport 1.5
2851,180000,110000,Petrol,Man,1,2013,1582,5,Hyundai,EON Era
2852,900000,80000,Diesel,Man,1,2016,1248,7,Mahindra,Scorpio 1.99
2853,110000,60000,Diesel,Man,2,2009,998,5,Ford,Ikon 1.4
2854,390000,72310,Diesel,Man,2,2014,1248,5,Renault,Duster 110PS
2855,420000,5000,Petrol,Man,1,2022,2179,5,Maruti,Alto 800
2856,400000,70000,Diesel,Man,3,2013,1298,5,Hyundai,Verna 1.6
2857,390000,90000,Diesel,Man,1,2015,998,7,Maruti,Swift Dzire
2858,350000,90000,Petrol,Man,1,2016,1298,5,Maruti,Wagon R
2859,610000,60000,Diesel,Man,1,2019,1995,5,Tata,Zest Quadrajet
2860,1200000,18000,Diesel,Man,1,2018,2523,5,Tata,Safari Storme
2861,125000,105000,Petrol,Man,3,2010,1197,5,Maruti,Swift VXI
2862,290000,60000,Cng,Man,3,2015,998,5,Maruti,Wagon R
2863,200000,100000,Petrol,Man,1,2010,998,5,Maruti,Swift 1.3
2864,400000,120000,Diesel,Auto,1,2009,796,5,BMW,3 Series
2865,300000,100000,Diesel,Man,1,2010,1396,5,Mahindra,Bolero SLE
2866,300000,60000,Petrol,Man,2,2012,1061,5,Maruti,Swift Dzire
2867,230000,70600,Petrol,Man,1,2013,1499,5,Maruti,Wagon R
2868,478000,25000,Petrol,Man,1,2020,1086,5,Maruti,Wagon R
2869,250000,30000,Petrol,Man,1,2016,1248,5,Maruti,Alto 800
2870,420000,90000,Diesel,Man,1,2015,1582,5,Hyundai,i20 Sportz
2871,102000,37200,Petrol,Man,1,2007,1582,5,Maruti,Zen Estilo
2872,595000,90000,Petrol,Man,1,2015,1197,5,Ford,Ecosport 1.5
2873,130000,60000,Petrol,Man,2,2011,1497,5,Hyundai,Santro Xing
2874,200000,146000,Diesel,Man,4,2012,1498,5,Maruti,SX4 VDI
2875,395000,80000,Diesel,Man,2,2013,796,5,Hyundai,Verna 1.6
2876,600000,80000,Diesel,Man,2,2014,1197,5,Hyundai,Verna 1.6
2877,600000,25000,Petrol,Man,1,2018,1451,5,Maruti,Swift Dzire
2878,250000,60000,Petrol,Man,2,2009,1498,5,Honda,City S
2879,460000,110000,Diesel,Man,2,2014,1248,5,Honda,City i
2880,300000,20000,Petrol,Man,1,2017,796,5,Maruti,Alto 800
2881,538000,30000,Petrol,Man,1,2018,2143,5,Maruti,Baleno 1.2
2882,1600000,50000,Petrol,Auto,1,2019,1248,5,MG,Hector Sharp
2883,275000,60000,Petrol,Man,1,2012,1396,5,Nissan,Sunny XL
